VaccinationDate,age_group,first_dose,second_dose,third_dose,fourth_dose
13/05/2022,50-59,5,5,5,29
13/05/2022,60-69,5,5,5,22
13/05/2022,70-79,5,5,5,21
13/05/2022,80-89,0,0,0,5
13/05/2022,90+,0,0,0,5
14/05/2022,0-19,5,5,5,0
14/05/2022,20-29,5,5,5,5
14/05/2022,30-39,0,5,5,5
14/05/2022,40-49,5,5,5,5
14/05/2022,50-59,0,0,5,5
14/05/2022,60-69,0,0,0,5
14/05/2022,70-79,0,0,0,5
15/05/2022,0-19,44,57,42,15
15/05/2022,20-29,5,35,42,5
15/05/2022,30-39,5,22,35,43
15/05/2022,40-49,5,17,38,95
15/05/2022,50-59,5,23,39,154
15/05/2022,60-69,5,5,21,156
15/05/2022,70-79,5,5,15,136
15/05/2022,80-89,5,5,5,41
15/05/2022,90+,0,5,5,5
16/05/2022,0-19,29,28,29,5
16/05/2022,20-29,5,34,38,20
16/05/2022,30-39,5,18,42,40
16/05/2022,40-49,5,26,45,75
16/05/2022,50-59,5,19,34,118
16/05/2022,60-69,5,5,21,107
16/05/2022,70-79,5,5,5,95
16/05/2022,80-89,0,5,5,40
16/05/2022,90+,0,5,5,5
17/05/2022,0-19,24,31,29,5
17/05/2022,20-29,5,33,55,17
17/05/2022,30-39,5,21,36,45
17/05/2022,40-49,5,32,49,98
17/05/2022,50-59,5,19,47,133
17/05/2022,60-69,5,5,22,153
17/05/2022,70-79,5,5,16,94
17/05/2022,80-89,5,5,5,51
17/05/2022,90+,5,5,5,18
18/05/2022,0-19,5,35,36,5
18/05/2022,20-29,5,17,24,15
18/05/2022,30-39,5,5,32,32
18/05/2022,40-49,5,5,26,69
18/05/2022,50-59,5,5,17,98
18/05/2022,60-69,5,5,18,80
18/05/2022,70-79,5,5,5,97
18/05/2022,80-89,5,5,5,37
18/05/2022,90+,0,0,5,5
19/05/2022,0-19,28,61,46,5
19/05/2022,20-29,5,24,25,17
19/05/2022,30-39,5,26,30,39
19/05/2022,40-49,5,23,30,81
19/05/2022,50-59,5,20,40,126
19/05/2022,60-69,5,5,24,113
19/05/2022,70-79,5,5,5,89
19/05/2022,80-89,5,5,5,22
19/05/2022,90+,0,5,5,5
20/05/2022,0-19,5,5,5,5
20/05/2022,20-29,5,19,5,5
20/05/2022,30-39,22,27,26,18
20/05/2022,40-49,21,24,39,23
20/05/2022,50-59,5,17,26,35
20/05/2022,60-69,5,5,5,33
20/05/2022,70-79,5,5,5,5
20/05/2022,80-89,0,5,5,5
21/05/2022,0-19,0,5,5,0
21/05/2022,20-29,5,5,5,0
21/05/2022,30-39,5,5,5,5
21/05/2022,40-49,0,5,5,5
21/05/2022,50-59,0,5,5,5
21/05/2022,60-69,0,0,5,5
21/05/2022,70-79,0,0,0,5
21/05/2022,90+,0,0,5,0
22/05/2022,0-19,40,67,43,5
22/05/2022,20-29,5,34,35,5
22/05/2022,30-39,5,24,40,36
22/05/2022,40-49,15,25,30,68
22/05/2022,50-59,5,17,27,87
22/05/2022,60-69,5,15,21,94
22/05/2022,70-79,5,5,5,98
22/05/2022,80-89,0,5,5,24
22/05/2022,90+,0,5,5,5
23/05/2022,0-19,30,32,30,5
23/05/2022,20-29,5,17,31,15
23/05/2022,30-39,5,17,20,30
23/05/2022,40-49,5,23,24,64
23/05/2022,50-59,5,21,19,58
23/05/2022,60-69,5,5,5,78
23/05/2022,70-79,5,5,5,64
23/05/2022,80-89,0,5,5,28
23/05/2022,90+,0,0,5,5
24/05/2022,0-19,23,37,26,0
24/05/2022,20-29,5,23,27,5
24/05/2022,30-39,5,17,32,34
24/05/2022,40-49,5,5,26,47
24/05/2022,50-59,5,5,5,66
24/05/2022,60-69,5,5,5,106
24/05/2022,70-79,5,5,5,102
24/05/2022,80-89,0,0,5,19
24/05/2022,90+,0,5,0,5
25/05/2022,0-19,34,22,34,5
25/05/2022,20-29,5,26,35,22
25/05/2022,30-39,5,5,18,22
25/05/2022,40-49,5,19,27,28
25/05/2022,50-59,5,19,19,70
25/05/2022,60-69,5,5,5,87
25/05/2022,70-79,0,5,5,78
25/05/2022,80-89,5,0,5,23
25/05/2022,90+,0,0,5,5
26/05/2022,0-19,29,40,39,5
26/05/2022,20-29,5,21,34,17
26/05/2022,30-39,5,19,36,24
26/05/2022,40-49,5,26,35,55
26/05/2022,50-59,5,5,5,58
26/05/2022,60-69,5,5,5,91
26/05/2022,70-79,5,5,5,65
26/05/2022,80-89,5,0,5,24
26/05/2022,90+,0,5,5,5
27/05/2022,0-19,5,5,5,5
27/05/2022,20-29,5,5,5,5
27/05/2022,30-39,5,5,5,5
27/05/2022,40-49,0,5,5,5
27/05/2022,50-59,0,5,5,5
27/05/2022,60-69,0,0,5,5
27/05/2022,70-79,5,0,5,5
27/05/2022,80-89,0,0,5,5
28/05/2022,0-19,0,5,0,0
28/05/2022,20-29,0,0,5,5
28/05/2022,30-39,0,5,0,5
28/05/2022,40-49,0,0,5,5
28/05/2022,50-59,5,0,0,5
28/05/2022,60-69,0,0,5,5
28/05/2022,70-79,0,0,0,5
29/05/2022,0-19,48,49,43,5
29/05/2022,20-29,5,19,25,15
29/05/2022,30-39,5,32,39,17
29/05/2022,40-49,5,25,17,40
29/05/2022,50-59,5,16,5,51
29/05/2022,60-69,5,5,16,92
29/05/2022,70-79,5,5,5,74
29/05/2022,80-89,0,0,5,16
29/05/2022,90+,0,0,5,5
30/05/2022,0-19,26,42,29,5
30/05/2022,20-29,5,27,17,5
30/05/2022,30-39,5,19,21,25
30/05/2022,40-49,5,18,21,33
30/05/2022,50-59,5,15,5,54
30/05/2022,60-69,5,5,5,74
30/05/2022,70-79,5,5,5,57
30/05/2022,80-89,0,0,5,23
30/05/2022,90+,0,0,0,5
31/05/2022,0-19,25,35,51,5
31/05/2022,20-29,5,22,25,18
31/05/2022,30-39,5,17,24,29
31/05/2022,40-49,5,5,17,33
31/05/2022,50-59,0,5,5,55
31/05/2022,60-69,5,5,5,71
31/05/2022,70-79,5,5,5,71
31/05/2022,80-89,5,0,5,40
31/05/2022,90+,5,0,5,30
01/06/2022,0-19,23,25,29,0
01/06/2022,20-29,5,20,26,5
01/06/2022,30-39,5,5,23,15
01/06/2022,40-49,5,5,5,29
01/06/2022,50-59,5,5,5,56
01/06/2022,60-69,5,5,5,73
01/06/2022,70-79,5,5,5,71
01/06/2022,80-89,0,5,5,15
01/06/2022,90+,5,0,0,5
02/06/2022,0-19,31,69,47,0
02/06/2022,20-29,5,20,27,5
02/06/2022,30-39,5,18,35,19
02/06/2022,40-49,5,30,28,24
02/06/2022,50-59,5,5,19,55
02/06/2022,60-69,5,5,5,71
02/06/2022,70-79,0,5,5,53
02/06/2022,80-89,5,5,5,19
02/06/2022,90+,0,0,0,5
03/06/2022,0-19,5,5,5,0
03/06/2022,20-29,5,5,5,5
03/06/2022,30-39,5,5,5,5
03/06/2022,40-49,0,5,5,5
03/06/2022,50-59,5,5,5,5
03/06/2022,60-69,0,5,0,5
03/06/2022,70-79,0,0,5,5
03/06/2022,80-89,0,0,5,5
04/06/2022,0-19,0,5,5,0
04/06/2022,20-29,0,0,5,0
04/06/2022,30-39,0,5,5,0
04/06/2022,40-49,0,5,0,5
04/06/2022,50-59,0,0,0,5
04/06/2022,60-69,0,0,0,5
05/06/2022,0-19,5,0,5,0
05/06/2022,20-29,5,5,5,0
05/06/2022,30-39,5,5,0,5
05/06/2022,40-49,5,5,5,0
05/06/2022,50-59,0,5,0,0
05/06/2022,60-69,0,5,0,5
06/06/2022,0-19,25,49,54,5
06/06/2022,20-29,5,22,27,16
06/06/2022,30-39,5,28,24,19
06/06/2022,40-49,5,15,18,35
06/06/2022,50-59,5,17,18,63
06/06/2022,60-69,5,5,5,69
06/06/2022,70-79,5,5,5,43
06/06/2022,80-89,0,5,5,5
06/06/2022,90+,5,0,0,5
07/06/2022,0-19,25,45,31,5
07/06/2022,20-29,5,22,20,16
07/06/2022,30-39,5,5,5,26
07/06/2022,40-49,5,29,24,48
07/06/2022,50-59,5,5,22,89
07/06/2022,60-69,0,5,5,87
07/06/2022,70-79,5,5,5,74
07/06/2022,80-89,0,5,5,27
07/06/2022,90+,0,5,5,5
08/06/2022,0-19,34,32,31,5
08/06/2022,20-29,5,20,18,5
08/06/2022,30-39,5,5,20,17
08/06/2022,40-49,5,5,19,63
08/06/2022,50-59,5,5,5,85
08/06/2022,60-69,5,5,5,138
08/06/2022,70-79,5,5,5,140
08/06/2022,80-89,0,5,5,32
08/06/2022,90+,0,5,5,5
09/06/2022,0-19,48,82,91,5
09/06/2022,20-29,5,30,24,15
09/06/2022,30-39,5,29,21,43
09/06/2022,40-49,5,24,32,59
09/06/2022,50-59,5,19,22,153
09/06/2022,60-69,5,5,21,198
09/06/2022,70-79,5,5,5,137
09/06/2022,80-89,5,5,5,24
09/06/2022,90+,5,5,5,5
10/06/2022,0-19,5,21,5,5
10/06/2022,20-29,5,5,5,5
10/06/2022,30-39,0,5,5,5
10/06/2022,40-49,0,5,5,24
10/06/2022,50-59,5,5,5,35
10/06/2022,60-69,0,5,5,28
10/06/2022,70-79,0,5,5,28
10/06/2022,80-89,0,5,5,5
10/06/2022,90+,0,0,0,5
11/06/2022,0-19,0,0,5,0
11/06/2022,20-29,0,5,5,0
11/06/2022,40-49,0,0,0,5
11/06/2022,50-59,0,5,5,5
11/06/2022,60-69,0,0,5,5
11/06/2022,70-79,0,0,0,5
11/06/2022,90+,0,0,0,5
12/06/2022,0-19,61,78,63,5
12/06/2022,20-29,5,42,30,28
12/06/2022,30-39,5,16,25,46
12/06/2022,40-49,5,21,27,105
12/06/2022,50-59,5,22,16,176
12/06/2022,60-69,5,5,5,189
12/06/2022,70-79,5,5,5,175
12/06/2022,80-89,0,0,5,38
12/06/2022,90+,0,0,5,5
13/06/2022,0-19,51,51,52,5
13/06/2022,20-29,5,23,25,31
13/06/2022,30-39,5,18,17,46
13/06/2022,40-49,5,19,21,61
13/06/2022,50-59,5,17,5,172
13/06/2022,60-69,5,5,17,159
13/06/2022,70-79,5,5,5,117
13/06/2022,80-89,5,0,5,26
13/06/2022,90+,0,0,0,5
14/06/2022,0-19,48,64,70,5
14/06/2022,20-29,5,28,22,34
14/06/2022,30-39,5,16,16,39
14/06/2022,40-49,5,30,28,90
14/06/2022,50-59,5,17,26,175
14/06/2022,60-69,5,5,17,197
14/06/2022,70-79,5,5,15,160
14/06/2022,80-89,5,5,5,48
14/06/2022,90+,5,5,5,5
15/06/2022,0-19,45,66,72,5
15/06/2022,20-29,5,16,22,17
15/06/2022,30-39,5,16,15,36
15/06/2022,40-49,5,19,23,81
15/06/2022,50-59,5,5,23,177
15/06/2022,60-69,5,5,21,171
15/06/2022,70-79,5,5,5,158
15/06/2022,80-89,5,5,5,42
15/06/2022,90+,5,0,0,5
16/06/2022,0-19,61,51,61,5
16/06/2022,20-29,5,20,20,29
16/06/2022,30-39,5,5,29,58
16/06/2022,40-49,5,19,23,98
16/06/2022,50-59,5,19,26,188
16/06/2022,60-69,5,5,26,198
16/06/2022,70-79,0,5,5,115
16/06/2022,80-89,5,5,5,44
16/06/2022,90+,0,0,5,5
17/06/2022,0-19,5,17,5,5
17/06/2022,20-29,5,5,5,5
17/06/2022,30-39,5,5,5,16
17/06/2022,40-49,5,5,5,23
17/06/2022,50-59,5,5,5,25
17/06/2022,60-69,5,5,5,32
17/06/2022,70-79,5,5,5,17
17/06/2022,80-89,0,0,5,5
18/06/2022,0-19,5,0,5,5
18/06/2022,20-29,0,5,0,0
18/06/2022,30-39,0,5,5,5
18/06/2022,40-49,0,0,0,5
18/06/2022,50-59,0,5,5,5
18/06/2022,60-69,5,5,0,5
18/06/2022,80-89,5,0,0,0
19/06/2022,0-19,76,96,91,5
19/06/2022,20-29,5,19,33,36
19/06/2022,30-39,5,24,40,76
19/06/2022,40-49,5,29,30,106
19/06/2022,50-59,5,20,21,226
19/06/2022,60-69,5,5,19,215
19/06/2022,70-79,5,5,5,146
19/06/2022,80-89,5,5,5,56
19/06/2022,90+,5,5,5,5
20/06/2022,0-19,54,59,79,5
20/06/2022,20-29,5,28,32,35
20/06/2022,30-39,5,22,33,66
20/06/2022,40-49,5,18,31,124
20/06/2022,50-59,5,5,22,214
20/06/2022,60-69,5,5,31,250
20/06/2022,70-79,5,5,19,167
20/06/2022,80-89,5,0,5,53
20/06/2022,90+,0,0,5,5
21/06/2022,0-19,53,62,104,5
21/06/2022,20-29,5,28,29,42
21/06/2022,30-39,5,18,45,90
21/06/2022,40-49,5,21,41,146
21/06/2022,50-59,5,5,30,246
21/06/2022,60-69,5,5,24,323
21/06/2022,70-79,5,5,5,262
21/06/2022,80-89,5,5,15,90
21/06/2022,90+,5,5,5,16
22/06/2022,0-19,68,63,81,5
22/06/2022,20-29,5,16,24,31
22/06/2022,30-39,5,5,26,61
22/06/2022,40-49,5,15,20,97
22/06/2022,50-59,5,5,24,196
22/06/2022,60-69,5,5,23,249
22/06/2022,70-79,5,5,16,172
22/06/2022,80-89,5,5,5,69
22/06/2022,90+,5,0,5,5
23/06/2022,0-19,75,94,129,5
23/06/2022,20-29,20,23,40,43
23/06/2022,30-39,5,25,39,79
23/06/2022,40-49,5,28,36,170
23/06/2022,50-59,5,5,32,235
23/06/2022,60-69,5,16,38,269
23/06/2022,70-79,5,5,22,250
23/06/2022,80-89,5,5,5,76
23/06/2022,90+,0,0,5,16
24/06/2022,0-19,5,5,33,5
24/06/2022,20-29,5,5,5,5
24/06/2022,30-39,5,5,5,24
24/06/2022,40-49,5,5,5,29
24/06/2022,50-59,5,5,5,45
24/06/2022,60-69,5,5,5,50
24/06/2022,70-79,0,5,5,34
24/06/2022,80-89,0,0,0,5
24/06/2022,90+,0,0,0,5
25/06/2022,0-19,5,0,5,0
25/06/2022,20-29,0,0,5,0
25/06/2022,40-49,0,5,0,5
25/06/2022,50-59,0,0,5,5
25/06/2022,60-69,0,0,5,5
25/06/2022,70-79,0,0,0,5
25/06/2022,80-89,0,0,0,5
26/06/2022,0-19,60,57,84,5
26/06/2022,20-29,15,17,28,34
26/06/2022,30-39,5,25,37,71
26/06/2022,40-49,5,24,25,127
26/06/2022,50-59,5,17,27,193
26/06/2022,60-69,5,5,21,218
26/06/2022,70-79,5,5,24,195
26/06/2022,80-89,0,5,5,67
26/06/2022,90+,0,0,0,17
27/06/2022,0-19,52,66,113,5
27/06/2022,20-29,5,33,37,37
27/06/2022,30-39,5,24,41,74
27/06/2022,40-49,5,25,40,128
27/06/2022,50-59,5,5,5,216
27/06/2022,60-69,5,5,24,274
27/06/2022,70-79,5,5,18,195
27/06/2022,80-89,5,5,5,81
27/06/2022,90+,0,0,0,5
28/06/2022,0-19,51,59,88,5
28/06/2022,20-29,5,27,40,53
28/06/2022,30-39,5,5,31,56
28/06/2022,40-49,5,5,35,121
28/06/2022,50-59,5,5,18,187
28/06/2022,60-69,5,16,21,205
28/06/2022,70-79,5,5,5,196
28/06/2022,80-89,5,5,5,78
28/06/2022,90+,5,5,5,23
29/06/2022,0-19,31,42,62,5
29/06/2022,20-29,5,23,21,35
29/06/2022,30-39,5,5,5,66
29/06/2022,40-49,5,5,24,106
29/06/2022,50-59,5,5,23,177
29/06/2022,60-69,5,5,19,189
29/06/2022,70-79,5,5,5,151
29/06/2022,80-89,5,0,5,66
29/06/2022,90+,5,0,5,16
30/06/2022,0-19,49,66,108,5
30/06/2022,20-29,5,24,31,42
30/06/2022,30-39,5,18,33,85
30/06/2022,40-49,5,21,32,150
30/06/2022,50-59,5,16,19,206
30/06/2022,60-69,5,5,22,282
30/06/2022,70-79,5,5,21,195
30/06/2022,80-89,5,5,5,67
30/06/2022,90+,5,5,5,5
01/07/2022,0-19,5,5,5,5
01/07/2022,20-29,5,5,5,5
01/07/2022,30-39,5,5,5,5
01/07/2022,40-49,5,5,5,5
01/07/2022,50-59,0,5,5,21
01/07/2022,60-69,0,5,5,16
01/07/2022,70-79,5,5,0,5
01/07/2022,80-89,5,0,0,5
01/07/2022,90+,0,5,0,0
02/07/2022,0-19,0,5,5,5
02/07/2022,20-29,0,0,5,5
02/07/2022,30-39,0,0,0,5
02/07/2022,40-49,0,0,5,5
02/07/2022,50-59,0,0,5,5
02/07/2022,60-69,0,0,5,5
02/07/2022,70-79,0,0,0,5
02/07/2022,80-89,0,0,0,5
03/07/2022,0-19,53,69,76,5
03/07/2022,20-29,5,27,26,34
03/07/2022,30-39,5,19,19,46
03/07/2022,40-49,5,19,36,88
03/07/2022,50-59,5,15,30,137
03/07/2022,60-69,5,5,17,129
03/07/2022,70-79,5,5,19,132
03/07/2022,80-89,5,0,5,46
03/07/2022,90+,0,0,5,5
04/07/2022,0-19,24,76,70,5
04/07/2022,20-29,5,23,40,43
04/07/2022,30-39,16,5,22,47
04/07/2022,40-49,5,5,27,100
04/07/2022,50-59,5,5,23,171
04/07/2022,60-69,5,5,5,181
04/07/2022,70-79,5,5,17,129
04/07/2022,80-89,5,5,5,54
04/07/2022,90+,0,0,5,5
05/07/2022,0-19,34,66,80,5
05/07/2022,20-29,5,25,29,29
05/07/2022,30-39,5,20,22,66
05/07/2022,40-49,5,19,29,86
05/07/2022,50-59,5,5,18,137
05/07/2022,60-69,5,5,5,170
05/07/2022,70-79,5,5,5,143
05/07/2022,80-89,5,5,5,43
05/07/2022,90+,0,5,5,5
06/07/2022,0-19,37,38,59,5
06/07/2022,20-29,5,28,21,25
06/07/2022,30-39,5,18,31,52
06/07/2022,40-49,5,5,5,87
06/07/2022,50-59,5,16,5,107
06/07/2022,60-69,5,5,5,158
06/07/2022,70-79,5,5,5,153
06/07/2022,80-89,0,5,5,48
06/07/2022,90+,0,0,5,5
07/07/2022,0-19,39,67,84,5
07/07/2022,20-29,5,19,25,26
07/07/2022,30-39,5,18,30,48
07/07/2022,40-49,5,19,21,105
07/07/2022,50-59,5,5,19,115
07/07/2022,60-69,5,21,21,213
07/07/2022,70-79,5,5,5,130
07/07/2022,80-89,0,0,5,65
07/07/2022,90+,0,5,0,5
08/07/2022,0-19,5,5,16,5
08/07/2022,20-29,5,5,5,5
08/07/2022,30-39,5,5,5,5
08/07/2022,40-49,5,5,5,29
08/07/2022,50-59,5,5,5,30
08/07/2022,60-69,5,5,5,30
08/07/2022,70-79,5,5,5,17
08/07/2022,80-89,0,0,5,5
08/07/2022,90+,0,0,5,5
09/07/2022,60-69,0,0,0,5
10/07/2022,0-19,39,77,54,5
10/07/2022,20-29,5,25,24,21
10/07/2022,30-39,5,15,21,47
10/07/2022,40-49,5,17,17,59
10/07/2022,50-59,5,5,5,88
10/07/2022,60-69,5,5,5,129
10/07/2022,70-79,5,5,5,79
10/07/2022,80-89,5,0,5,35
10/07/2022,90+,0,0,5,5
11/07/2022,0-19,32,61,66,5
11/07/2022,20-29,5,23,23,28
11/07/2022,30-39,5,5,28,52
11/07/2022,40-49,5,19,20,71
11/07/2022,50-59,5,5,16,110
11/07/2022,60-69,5,5,20,133
11/07/2022,70-79,5,5,5,120
11/07/2022,80-89,5,5,5,41
11/07/2022,90+,5,0,5,5
12/07/2022,0-19,30,55,57,5
12/07/2022,20-29,5,29,18,33
12/07/2022,30-39,5,15,24,54
12/07/2022,40-49,5,5,5,74
12/07/2022,50-59,5,5,5,84
12/07/2022,60-69,0,5,18,140
12/07/2022,70-79,5,5,5,119
12/07/2022,80-89,5,5,5,45
12/07/2022,90+,0,5,5,5
13/07/2022,0-19,26,41,48,5
13/07/2022,20-29,5,17,19,20
13/07/2022,30-39,5,5,15,33
13/07/2022,40-49,5,5,19,61
13/07/2022,50-59,5,5,5,101
13/07/2022,60-69,5,5,5,136
13/07/2022,70-79,5,5,5,89
13/07/2022,80-89,5,0,5,33
13/07/2022,90+,0,0,0,5
14/07/2022,0-19,27,60,52,5
14/07/2022,20-29,5,30,19,21
14/07/2022,30-39,5,5,22,35
14/07/2022,40-49,5,5,24,65
14/07/2022,50-59,5,15,22,82
14/07/2022,60-69,5,5,16,137
14/07/2022,70-79,5,5,5,123
14/07/2022,80-89,5,5,5,42
14/07/2022,90+,0,0,5,5
15/07/2022,0-19,5,16,5,5
15/07/2022,20-29,5,5,5,19
15/07/2022,30-39,5,5,15,5
15/07/2022,40-49,19,15,40,60
15/07/2022,50-59,5,5,18,28
15/07/2022,60-69,0,0,5,19
15/07/2022,70-79,5,5,5,19
15/07/2022,80-89,5,0,5,5
15/07/2022,90+,5,0,5,5
16/07/2022,0-19,0,5,5,0
16/07/2022,20-29,0,5,5,0
16/07/2022,30-39,0,5,0,0
16/07/2022,40-49,0,0,0,5
16/07/2022,50-59,0,5,0,5
16/07/2022,60-69,0,0,0,5
16/07/2022,70-79,0,0,0,5
17/07/2022,0-19,35,86,74,5
17/07/2022,20-29,5,35,25,29
17/07/2022,30-39,5,17,17,48
17/07/2022,40-49,5,18,25,73
17/07/2022,50-59,5,5,5,86
17/07/2022,60-69,5,5,5,114
17/07/2022,70-79,5,5,5,82
17/07/2022,80-89,5,5,5,24
17/07/2022,90+,5,5,5,5
18/07/2022,0-19,20,69,55,5
18/07/2022,20-29,5,30,28,29
18/07/2022,30-39,5,18,26,40
18/07/2022,40-49,5,18,24,63
18/07/2022,50-59,5,5,16,108
18/07/2022,60-69,5,5,5,125
18/07/2022,70-79,0,5,5,96
18/07/2022,80-89,5,5,5,38
18/07/2022,90+,5,5,5,5
19/07/2022,0-19,33,61,49,5
19/07/2022,20-29,5,28,16,15
19/07/2022,30-39,5,15,18,34
19/07/2022,40-49,5,5,26,48
19/07/2022,50-59,5,17,5,76
19/07/2022,60-69,0,5,5,81
19/07/2022,70-79,5,5,5,82
19/07/2022,80-89,0,5,5,16
19/07/2022,90+,0,5,5,5
20/07/2022,0-19,19,58,44,0
20/07/2022,20-29,5,22,19,18
20/07/2022,30-39,5,5,5,22
20/07/2022,40-49,5,5,16,59
20/07/2022,50-59,5,17,5,79
20/07/2022,60-69,5,5,5,95
20/07/2022,70-79,5,5,5,95
20/07/2022,80-89,0,5,5,43
20/07/2022,90+,5,5,5,5
21/07/2022,0-19,30,65,47,5
21/07/2022,20-29,5,32,24,28
21/07/2022,30-39,5,5,16,28
21/07/2022,40-49,5,15,21,49
21/07/2022,50-59,5,15,5,69
21/07/2022,60-69,0,5,5,81
21/07/2022,70-79,0,5,5,53
21/07/2022,80-89,5,5,5,22
21/07/2022,90+,0,5,5,5
22/07/2022,0-19,5,5,5,5
22/07/2022,20-29,5,5,5,5
22/07/2022,30-39,5,5,5,5
22/07/2022,40-49,5,5,5,5
22/07/2022,50-59,5,5,5,16
22/07/2022,60-69,0,5,5,5
22/07/2022,70-79,0,5,5,5
22/07/2022,80-89,5,5,0,5
22/07/2022,90+,0,5,0,5
23/07/2022,20-29,0,5,5,5
23/07/2022,50-59,0,0,5,0
23/07/2022,60-69,0,5,0,0
23/07/2022,70-79,0,0,0,5
23/07/2022,80-89,0,0,0,5
24/07/2022,0-19,35,62,48,5
24/07/2022,20-29,5,20,25,22
24/07/2022,30-39,5,15,21,43
24/07/2022,40-49,5,5,21,38
24/07/2022,50-59,5,5,19,78
24/07/2022,60-69,5,5,5,86
24/07/2022,70-79,5,5,5,64
24/07/2022,80-89,5,5,5,25
24/07/2022,90+,0,5,5,5
25/07/2022,0-19,28,36,46,5
25/07/2022,20-29,5,27,27,28
25/07/2022,30-39,5,20,18,40
25/07/2022,40-49,5,5,5,39
25/07/2022,50-59,5,5,17,71
25/07/2022,60-69,0,5,5,65
25/07/2022,70-79,5,5,5,51
25/07/2022,80-89,5,5,5,24
25/07/2022,90+,0,0,5,5
26/07/2022,0-19,24,37,25,5
26/07/2022,20-29,5,26,15,22
26/07/2022,30-39,5,5,5,27
26/07/2022,40-49,5,5,20,37
26/07/2022,50-59,5,5,5,48
26/07/2022,60-69,5,5,5,50
26/07/2022,70-79,5,5,5,58
26/07/2022,80-89,5,5,5,18
26/07/2022,90+,0,0,0,5
