195,1000
1000,1000
352,1000
1000,1000
348,1000
1000,1000
241,1000
63,1000
1000,1000
70,1000
60,1000
57,1000
1000,1000
348,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
54,1000
1000,1000
242,1000
1000,1000
1000,1000
65,1000
203,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
347,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
242,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
340,1000
1000,1000
1000,1000
1000,1000
1000,1000
239,1000
244,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
184,1000
1000,1000
1000,254
1000,1000
1000,1000
1000,261
1000,1000
51,313
1000,1000
1000,1000
1000,1000
189,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
38,261
1000,255
1000,1000
1000,1000
1000,1000
1000,1000
50,305
1000,1000
246,1000
1000,1000
1000,1000
1000,1000
1000,1000
59,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
198,1000
1000,1000
1000,1000
1000,1000
1000,1000
192,1000
191,1000
1000,1000
63,1000
1000,1000
1000,1000
1000,1000
52,351
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
284,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
46,292
38,265
1000,1000
1000,1000
44,287
1000,1000
346,1000
87,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
193,1000
1000,1000
1000,1000
1000,1000
1000,1000
39,269
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
339,1000
1000,1000
1000,1000
192,1000
1000,1000
185,1000
1000,1000
260,1000
1000,1000
1000,1000
1000,1000
236,1000
1000,1000
1000,1000
1000,1000
69,1000
192,1000
1000,1000
1000,1000
1000,1000
78,1000
1000,1000
1000,1000
1000,1000
352,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
197,1000
1000,1000
1000,1000
1000,1000
347,1000
1000,1000
1000,1000
351,1000
1000,1000
1000,1000
36,257
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
350,1000
347,1000
1000,1000
1000,1000
1000,1000
219,1000
1000,1000
1000,1000
1000,1000
1000,1000
16,254
1000,1000
186,1000
1000,1000
242,1000
1000,1000
1000,1000
1000,1000
1000,1000
37,258
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
47,294
188,1000
1000,1000
1000,1000
1000,1000
1000,1000
47,295
191,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
38,266
85,1000
1000,1000
1000,1000
1000,1000
1000,1000
43,285
1000,1000
1000,1000
1000,1000
1000,1000
186,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
251,1000
73,1000
19,255
353,1000
47,296
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
348,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
228,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
53,1000
1000,1000
1000,1000
72,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
349,1000
61,1000
289,1000
1000,1000
1000,1000
194,1000
1000,257
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
71,1000
1000,1000
65,1000
1000,1000
1000,1000
85,1000
199,1000
1000,1000
1000,1000
188,1000
30,256
340,1000
37,260
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
193,1000
345,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
221,1000
1000,1000
1000,1000
341,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
352,1000
277,1000
64,1000
1000,1000
1000,1000
57,1000
341,1000
1000,1000
194,1000
1000,1000
1000,1000
40,274
36,258
241,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
191,1000
58,1000
82,1000
1000,1000
1000,1000
60,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
256,1000
1000,1000
1000,1000
1000,1000
1000,352
1000,1000
341,1000
197,1000
1000,1000
1000,1000
61,1000
1000,1000
1000,309
1000,1000
345,1000
1000,1000
243,1000
1000,1000
73,1000
255,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
37,260
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
187,1000
183,1000
1000,1000
1000,1000
190,1000
50,304
240,1000
1000,1000
57,1000
1000,1000
1000,1000
178,1000
1000,1000
1000,1000
192,1000
197,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
187,1000
1000,1000
44,288
339,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
239,1000
190,1000
1000,1000
195,1000
1000,1000
74,1000
1000,1000
1000,1000
1000,1000
281,1000
1000,1000
87,1000
1000,1000
1000,1000
37,260
1000,1000
1000,1000
232,1000
339,1000
1000,1000
45,290
1000,1000
195,1000
1000,1000
1000,1000
1000,1000
65,1000
40,278
1000,1000
1000,1000
198,1000
1000,1000
1000,1000
60,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
64,1000
1000,1000
1000,1000
222,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
234,1000
1000,1000
1000,1000
346,1000
1000,1000
1000,1000
57,1000
1000,1000
1000,1000
1000,1000
1000,1000
43,285
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
246,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
264,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
36,258
59,1000
1000,1000
1000,1000
1000,1000
92,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
185,1000
232,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
80,1000
212,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
38,264
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
225,1000
